id,sales
3001307,0.8430048
3001308,175.39061
3001309,393.8932
3001310,2.4642403
3001311,3.2479334
3001312,190.77867
3001313,50.766453
3001314,1810.5555
3001315,35.68045
3001316,5.6918163
3001317,7.9671507
3001318,0.39959264
3001319,5.2897134
3001320,2374.563
3001321,0.02408266
3001322,364.2715
3001323,4.5125494
3001324,985.02625
3001325,664.95404
3001326,319.48578
3001327,155.99184
3001328,79.54422
3001329,3763.5916
3001330,13.565447
3001331,0.797287
3001332,24.986704
3001333,44.95256
3001334,0.116693854
3001335,231.73137
3001336,2.0851014
3001337,16.305872
3001338,21.502941
3001339,87.42147
3001340,1.3823805
3001341,91.32331
3001342,268.33832
3001343,2.015301
3001344,7.4831514
3001345,145.26091
3001346,95.85153
3001347,1932.7611
3001348,43.906994
3001349,3.4407897
3001350,4.177563
3001351,0.1796794
3001352,3.1799688
3001353,1514.4847
3001354,0.037405252
3001355,151.54951
3001356,5.4594607
3001357,617.7188
3001358,406.36356
3001359,184.87543
3001360,48.418747
3001361,47.206543
3001362,2387.2212
3001363,9.070488
3001364,0.6342479
3001365,16.511688
3001366,31.870453
3001367,0.1576103
3001368,150.55482
3001369,0.84594786
3001370,5.7778516
3001371,9.043271
3001372,61.85599
3001373,1.7469695
3001374,103.06867
3001375,183.89632
3001376,0.84475183
3001377,4.0775237
3001378,137.79999
3001379,46.39336
3001380,1062.3967
3001381,20.018234
3001382,1.3824484
3001383,1.9233522
3001384,0.014654636
3001385,2.518728
3001386,1380.0646
3001387,-0.0008086562
3001388,281.07684
3001389,12.100613
3001390,573.37823
3001391,566.4963
3001392,158.54533
3001393,56.810028
3001394,64.230804
3001395,2342.957
3001396,27.42237
3001397,0.49343085
3001398,12.861574
3001399,21.299524
3001400,0.14937222
3001401,139.53305
3001402,9.053204
3001403,10.751643
3001404,7.3737555
3001405,58.17915
3001406,4.312343
3001407,508.93948
3001408,252.94482
3001409,2.7108967
3001410,4.849772
3001411,264.93057
3001412,39.2451
3001413,2049.2483
3001414,26.870453
3001415,6.0495605
3001416,2.7064965
3001417,0.20711291
3001418,7.7261696
3001419,3211.3394
3001420,0.31163526
3001421,658.10724
3001422,12.6425
3001423,1132.6171
3001424,1415.3115
3001425,354.2583
3001426,220.63376
3001427,154.49635
3001428,4147.553
3001429,25.52799
3001430,1.0147564
3001431,21.23208
3001432,43.268364
3001433,0.25851822
3001434,261.54153
3001435,9.768894
3001436,63.12451
3001437,22.473734
3001438,108.13961
3001439,10.363896
3001440,390.2568
3001441,374.61798
3001442,14.598462
3001443,9.168841
3001444,488.53815
3001445,107.9089
3001446,6397.615
3001447,34.12833
3001448,16.163631
3001449,2.3760903
3001450,0.0017968416
3001451,3.9082341
3001452,1597.6296
3001453,-0.02267629
3001454,267.57895
3001455,4.3070703
3001456,406.82202
3001457,543.95984
3001458,139.11806
3001459,94.4376
3001460,62.860504
3001461,1772.4852
3001462,14.927791
3001463,0.6865879
3001464,14.932474
3001465,24.327063
3001466,0.20035923
3001467,101.64448
3001468,-0.06184715
3001469,42.71466
3001470,12.755969
3001471,102.76349
3001472,4.1273003
3001473,153.58452
3001474,155.75673
3001475,3.0368795
3001476,4.1141777
3001477,136.45137
3001478,31.183079
3001479,2671.8972
3001480,36.894154
3001481,1.2761679
3001482,4.061026
3001483,-0.008276224
3001484,1.788837
3001485,894.8089
3001486,-0.16394502
3001487,198.76346
3001488,4.3046837
3001489,373.18323
3001490,336.7338
3001491,91.381485
3001492,39.24516
3001493,34.640293
3001494,1451.3201
3001495,7.111926
3001496,0.6028218
3001497,12.541517
3001498,22.345037
3001499,0.13847077
3001500,89.45809
3001501,0.2556306
3001502,13.174444
3001503,3.832963
3001504,25.597254
3001505,0.35164392
3001506,158.67372
3001507,201.28163
3001508,2.1023502
3001509,1.0149674
3001510,109.08711
3001511,19.769918
3001512,1281.0238
3001513,27.579433
3001514,1.3225284
3001515,4.339835
3001516,0.095902085
3001517,3.763248
3001518,2792.3413
3001519,0.0593462
3001520,566.1211
3001521,11.52957
3001522,872.2526
3001523,1065.2268
3001524,305.78442
3001525,210.76341
3001526,107.33413
3001527,3501.2786
3001528,20.229612
3001529,2.0390613
3001530,20.58482
3001531,40.272186
3001532,0.3817265
3001533,234.51067
3001534,4.863668
3001535,55.10059
3001536,18.850237
3001537,105.553154
3001538,3.4110384
3001539,231.7084
3001540,330.83423
3001541,8.115906
3001542,7.5272884
3001543,343.2927
3001544,72.045525
3001545,4671.999
3001546,38.572124
3001547,10.339231
3001548,5.904099
3001549,0.2353127
3001550,4.0941296
3001551,3011.4229
3001552,0.087564945
3001553,562.4533
3001554,10.674025
3001555,1057.6177
3001556,981.3568
3001557,364.11252
3001558,199.20735
3001559,68.88466
3001560,4390.836
3001561,9.977977
3001562,1.0300102
3001563,17.751745
3001564,43.87772
3001565,0.61189175
3001566,248.5434
3001567,-0.09968948
3001568,23.387375
3001569,9.114009
3001570,75.35518
3001571,0.8530086
3001572,165.25996
3001573,386.25378
3001574,4.2325544
3001575,2.9531734
3001576,191.13794
3001577,58.519794
3001578,2572.1614
3001579,97.209496
3001580,1.112339
3001581,5.402267
3001582,0.29328954
3001583,3.9536939
3001584,2595.5142
3001585,0.05222428
3001586,462.3349
3001587,8.89234
3001588,862.13983
3001589,789.2041
3001590,276.205
3001591,182.45175
3001592,67.52918
3001593,3710.5217
3001594,10.1190405
3001595,0.9810555
3001596,17.240564
3001597,36.543266
3001598,0.48377073
3001599,203.72765
3001600,-0.057871044
3001601,22.111296
3001602,14.399495
3001603,92.969986
3001604,0.9909272
3001605,120.106575
3001606,307.76315
3001607,4.3012557
3001608,3.2385602
3001609,180.25821
3001610,66.50265
3001611,2077.527
3001612,91.575645
3001613,1.9333482
3001614,8.4138565
3001615,0.9678141
3001616,13.839592
3001617,5565.996
3001618,0.11263299
3001619,1037.9296
3001620,31.892036
3001621,1941.2537
3001622,2153.164
3001623,424.15628
3001624,411.18506
3001625,318.5633
3001626,7099.848
3001627,74.72356
3001628,3.8615508
3001629,34.212048
3001630,80.50461
3001631,1.472795
3001632,478.4668
3001633,34.71414
3001634,92.956055
3001635,38.844387
3001636,224.02008
3001637,20.655954
3001638,660.3377
3001639,632.2539
3001640,14.811283
3001641,21.50329
3001642,996.1427
3001643,229.93808
3001644,11277.991
3001645,52.09079
3001646,67.62103
3001647,2.6787095
3001648,0.26242805
3001649,2.2554247
3001650,1361.4777
3001651,0.00040864944
3001652,133.90593
3001653,2.7645075
3001654,690.2884
3001655,366.17673
3001656,147.23486
3001657,130.83904
3001658,35.11651
3001659,2192.1199
3001660,4.4168787
3001661,0.42728114
3001662,11.170278
3001663,21.690992
3001664,0.21956336
3001665,144.21739
3001666,0.16230214
3001667,7.582494
3001668,9.296819
3001669,57.388706
3001670,0.41697097
3001671,60.5777
3001672,146.51352
3001673,1.6755362
3001674,3.120194
3001675,99.90727
3001676,20.449171
3001677,1238.55
3001678,31.20063
3001679,2.5738919
3001680,6.6922135
3001681,0.22409093
3001682,3.6212244
3001683,2494.0105
3001684,-0.0073902607
3001685,463.14005
3001686,8.629057
3001687,1037.8152
3001688,708.63934
3001689,270.47134
3001690,204.32724
3001691,73.89933
3001692,4159.8203
3001693,12.716578
3001694,0.37215495
3001695,15.568026
3001696,31.121944
3001697,0.034945726
3001698,244.12508
3001699,1.1390882
3001700,15.254917
3001701,12.279566
3001702,44.303844
3001703,0.898173
3001704,317.59686
3001705,372.1181
3001706,2.6150048
3001707,5.7824707
3001708,107.530556
3001709,56.840637
3001710,2527.653
3001711,61.61055
3001712,3.3618112
3001713,1.4687908
3001714,-0.080176175
3001715,1.5309048
3001716,1022.7779
3001717,-0.16990906
3001718,112.63794
3001719,1.7493539
3001720,562.79736
3001721,265.8898
3001722,111.65891
3001723,140.31563
3001724,21.662792
3001725,1562.8688
3001726,1.7327023
3001727,0.10784638
3001728,8.606315
3001729,14.723753
3001730,-0.08646816
3001731,96.3612
3001732,-0.11319876
3001733,6.660597
3001734,4.289733
3001735,31.57544
3001736,-0.010724604
3001737,58.182026
3001738,136.79202
3001739,0.36716473
3001740,1.1739428
3001741,48.576576
3001742,9.671943
3001743,625.4364
3001744,22.731909
3001745,1.0555916
3001746,6.141474
3001747,0.06501615
3001748,2.4330645
3001749,1738.683
3001750,0.062362194
3001751,203.5997
3001752,4.637534
3001753,817.1713
3001754,506.90976
3001755,193.3407
3001756,116.675125
3001757,41.576622
3001758,2985.632
3001759,3.0173664
3001760,0.6481298
3001761,17.115814
3001762,37.53411
3001763,0.2112006
3001764,172.48277
3001765,-0.032524228
3001766,10.205361
3001767,19.08672
3001768,57.359367
3001769,0.8291534
3001770,194.64473
3001771,215.51695
3001772,1.255209
3001773,3.71635
3001774,137.83864
3001775,33.447235
3001776,2263.6118
3001777,35.45881
3001778,0.30340672
3001779,2.911653
3001780,0.120179415
3001781,2.5734718
3001782,2050.2644
3001783,0.029426813
3001784,477.96133
3001785,4.848239
3001786,839.56085
3001787,644.3903
3001788,220.1338
3001789,116.859764
3001790,53.85909
3001791,3862.0066
3001792,5.946706
3001793,2.5487158
3001794,23.652018
3001795,44.90614
3001796,0.3242129
3001797,187.46918
3001798,2.2111292
3001799,16.379131
3001800,8.130797
3001801,57.217617
3001802,1.3085105
3001803,164.99751
3001804,332.783
3001805,3.8393116
3001806,4.8776555
3001807,126.74525
3001808,34.24781
3001809,1635.1648
3001810,45.07242
3001811,3.0390382
3001812,3.062799
3001813,-0.050728977
3001814,1.0602596
3001815,1187.8252
3001816,-0.14706486
3001817,96.82773
3001818,1.7769628
3001819,439.47656
3001820,247.72774
3001821,98.225204
3001822,87.58868
3001823,27.656267
3001824,1781.5221
3001825,2.1102412
3001826,0.19196641
3001827,9.01855
3001828,17.684496
3001829,0.0128006935
3001830,100.00548
3001831,-0.14953703
3001832,7.139435
3001833,4.533124
3001834,31.926144
3001835,0.21460724
3001836,144.29317
3001837,147.34686
3001838,0.28724015
3001839,0.83192873
3001840,45.71731
3001841,13.770141
3001842,958.4482
3001843,25.234755
3001844,0.13544762
3001845,3.3678436
3001846,-0.044286966
3001847,2.958116
3001848,2629.2773
3001849,-0.070213854
3001850,390.57373
3001851,5.2913914
3001852,751.2375
3001853,691.18256
3001854,226.60265
3001855,121.26333
3001856,67.76165
3001857,3690.0383
3001858,4.383054
3001859,0.31414592
3001860,13.252279
3001861,28.167837
3001862,0.061206102
3001863,203.44777
3001864,0.11948013
3001865,35.08874
3001866,12.264906
3001867,71.94208
3001868,0.7703861
3001869,172.03236
3001870,310.0664
3001871,2.4134235
3001872,3.2412357
3001873,112.03148
3001874,45.33506
3001875,2057.6262
3001876,53.629295
3001877,0.19661641
3001878,3.307127
3001879,0.13553631
3001880,6.3282456
3001881,2998.5828
3001882,0.101840496
3001883,560.71765
3001884,9.354635
3001885,1041.789
3001886,1001.3632
3001887,229.30038
3001888,160.67197
3001889,134.97913
3001890,4023.9592
3001891,52.81091
3001892,1.6603236
3001893,26.1188
3001894,45.009827
3001895,0.3236078
3001896,270.40506
3001897,20.148722
3001898,51.653088
3001899,14.672706
3001900,104.19754
3001901,7.672619
3001902,226.32867
3001903,359.45074
3001904,9.794831
3001905,13.076952
3001906,270.46927
3001907,76.694954
3001908,4597.8843
3001909,28.39186
3001910,11.3062
3001911,4.966305
3001912,0.046711206
3001913,7.6137266
3001914,2387.1301
3001915,-0.043456197
3001916,452.59366
3001917,9.84034
3001918,1071.9023
3001919,887.5673
3001920,189.13821
3001921,101.52904
3001922,113.51797
3001923,3394.2144
3001924,20.682411
3001925,1.4444177
3001926,34.353436
3001927,71.609566
3001928,0.1724081
3001929,292.6705
3001930,17.55283
3001931,33.95007
3001932,19.992764
3001933,100.68594
3001934,7.022024
3001935,168.15855
3001936,394.7086
3001937,6.9833965
3001938,11.40305
3001939,141.68767
3001940,64.307144
3001941,3521.749
3001942,31.367699
3001943,10.688941
3001944,6.494452
3001945,0.2506832
3001946,3.7075624
3001947,3605.4434
3001948,-0.01664102
3001949,693.06085
3001950,7.0286465
3001951,1274.4075
3001952,760.00305
3001953,295.29193
3001954,225.4964
3001955,76.55826
3001956,5384.4873
3001957,35.297104
3001958,0.7965057
3001959,17.29423
3001960,36.733437
3001961,-0.03414941
3001962,281.5488
3001963,3.8160067
3001964,33.2293
3001965,13.365719
3001966,85.6352
3001967,2.704441
3001968,140.3312
3001969,390.86212
3001970,5.0526624
3001971,8.791374
3001972,184.28342
3001973,57.365795
3001974,2543.7903
3001975,50.87107
3001976,10.152222
3001977,2.9485478
3001978,-0.058607817
3001979,4.8185997
3001980,2146.5745
3001981,-0.1060068
3001982,392.80273
3001983,7.592862
3001984,732.4058
3001985,814.6888
3001986,209.38776
3001987,116.93555
3001988,89.23093
3001989,2960.0085
3001990,21.586002
3001991,1.0728745
3001992,12.044813
3001993,31.734802
3001994,0.29458916
3001995,244.83313
3001996,15.803301
3001997,45.120106
3001998,5.1856627
3001999,82.799194
3002000,5.2313333
3002001,310.2507
3002002,319.40768
3002003,5.0938797
3002004,7.670291
3002005,343.9622
3002006,54.717815
3002007,3405.069
3002008,28.674685
3002009,22.740833
3002010,3.554803
3002011,0.236516
3002012,3.8985982
3002013,3995.159
3002014,0.18614483
3002015,372.9606
3002016,6.2009435
3002017,1711.6554
3002018,795.13257
3002019,334.0151
3002020,166.3541
3002021,74.18703
3002022,5655.406
3002023,12.669354
3002024,1.2985792
3002025,22.23085
3002026,53.740902
3002027,0.2560538
3002028,274.0643
3002029,0.12647748
3002030,13.6205435
3002031,13.848868
3002032,78.05463
3002033,1.6713717
3002034,118.07547
3002035,410.75272
3002036,3.1384125
3002037,7.5114174
3002038,160.10373
3002039,46.472736
3002040,2452.716
3002041,38.976215
3002042,3.5515285
3002043,4.9817452
3002044,0.17537701
3002045,7.4544516
3002046,2834.6191
3002047,0.05503571
3002048,450.18692
3002049,10.653872
3002050,1045.2146
3002051,901.3631
3002052,239.806
3002053,145.65633
3002054,134.27652
3002055,3788.3406
3002056,28.086338
3002057,1.3535218
3002058,24.829144
3002059,51.814934
3002060,0.3338449
3002061,255.51456
3002062,11.794038
3002063,34.810978
3002064,17.781803
3002065,94.29345
3002066,8.280884
3002067,211.15689
3002068,424.77954
3002069,9.86662
3002070,11.65096
3002071,195.05452
3002072,58.717884
3002073,3515.0464
3002074,31.676922
3002075,5.8164353
3002076,2.8695066
3002077,0.03828621
3002078,5.356161
3002079,2735.7908
3002080,-0.025082886
3002081,476.3514
3002082,8.74791
3002083,879.26996
3002084,934.1561
3002085,221.28242
3002086,146.63231
3002087,105.85375
3002088,3288.8416
3002089,33.610306
3002090,0.7309029
3002091,16.52243
3002092,32.257027
3002093,0.11984694
3002094,210.63945
3002095,15.659742
3002096,45.729687
3002097,13.858816
3002098,86.7132
3002099,7.8445377
3002100,208.54895
3002101,279.8551
3002102,7.329425
3002103,8.401619
3002104,223.40889
3002105,59.823425
3002106,3803.1245
3002107,24.73822
3002108,11.449647
3002109,3.6903548
3002110,0.049666047
3002111,3.6160235
3002112,4235.836
3002113,-0.008346856
3002114,535.13995
3002115,11.685283
3002116,958.892
3002117,680.4789
3002118,276.6062
3002119,160.45549
3002120,63.526695
3002121,3927.4304
3002122,8.557661
3002123,0.050664425
3002124,12.387695
3002125,33.397797
3002126,0.023139954
3002127,193.35255
3002128,-0.06467211
3002129,24.051105
3002130,8.320238
3002131,81.856995
3002132,2.0699103
3002133,170.41211
3002134,335.846
3002135,2.5727196
3002136,1.7530131
3002137,195.39511
3002138,107.39252
3002139,2020.6718
3002140,84.88434
3002141,0.35543787
3002142,14.032644
3002143,0.018764853
3002144,15.51289
3002145,7316.539
3002146,0.063060164
3002147,1135.289
3002148,26.510494
3002149,2544.084
3002150,2270.905
3002151,653.2344
3002152,488.0582
3002153,366.86703
3002154,8451.038
3002155,83.21752
3002156,3.7425628
3002157,75.258026
3002158,130.1532
3002159,0.57353485
3002160,577.0402
3002161,37.685085
3002162,52.48392
3002163,26.42164
3002164,294.07532
3002165,19.72567
3002166,811.642
3002167,939.25116
3002168,28.772303
3002169,31.112793
3002170,1077.0603
3002171,293.44803
3002172,11206.44
3002173,155.12057
3002174,63.849274
3002175,12.560017
3002176,-0.009567857
3002177,13.395294
3002178,7447.2065
3002179,-0.0117942095
3002180,1020.4651
3002181,22.349802
3002182,2402.4612
3002183,2170.8867
3002184,638.027
3002185,349.16022
3002186,325.53574
3002187,8595.264
3002188,87.380745
3002189,2.0601473
3002190,51.969463
3002191,86.341
3002192,0.3618071
3002193,522.24524
3002194,40.253468
3002195,64.52872
3002196,15.997709
3002197,186.01695
3002198,13.665272
3002199,907.09406
3002200,943.28235
3002201,19.605667
3002202,25.737345
3002203,1005.4303
3002204,220.26585
3002205,9624.734
3002206,151.14175
3002207,62.41873
3002208,10.25388
3002209,-0.030875027
3002210,14.355419
3002211,4740.4985
3002212,-0.04260665
3002213,836.6432
3002214,14.059298
3002215,1946.7228
3002216,1629.2601
3002217,630.1768
3002218,144.84625
3002219,164.90588
3002220,6975.893
3002221,42.311745
3002222,1.1041188
3002223,28.507769
3002224,51.44291
3002225,0.053664684
3002226,468.4231
3002227,27.511404
3002228,52.132614
3002229,11.904212
3002230,148.37831
3002231,7.6541424
3002232,745.81256
3002233,953.1581
3002234,18.06687
3002235,22.641602
3002236,669.3923
3002237,123.95722
3002238,3906.3386
3002239,107.18386
3002240,30.621407
3002241,11.897891
3002242,0.10708141
3002243,18.645031
3002244,5851.708
3002245,0.14503026
3002246,1000.8801
3002247,19.87821
3002248,2223.1104
3002249,2020.9686
3002250,729.2679
3002251,238.21863
3002252,243.67828
3002253,8354.959
3002254,53.16323
3002255,1.6334591
3002256,46.527447
3002257,81.491394
3002258,0.5123786
3002259,586.2724
3002260,58.613384
3002261,60.95336
3002262,14.950402
3002263,200.78607
3002264,9.439116
3002265,836.08344
3002266,1126.9415
3002267,20.394726
3002268,27.756233
3002269,1065.5792
3002270,185.3799
3002271,6200.2656
3002272,133.25688
3002273,42.390396
3002274,9.125805
3002275,-0.035517514
3002276,14.665914
3002277,3897.0747
3002278,-0.07889342
3002279,762.7036
3002280,14.365201
3002281,1602.0227
3002282,1393.8118
3002283,500.6129
3002284,125.461716
3002285,151.93735
3002286,6275.9136
3002287,32.91296
3002288,0.5874034
3002289,27.506123
3002290,51.643673
3002291,-0.03293401
3002292,430.36975
3002293,35.10164
3002294,39.642406
3002295,8.122543
3002296,141.38202
3002297,4.4790688
3002298,589.8985
3002299,761.6668
3002300,13.785876
3002301,20.675138
3002302,656.1947
3002303,87.3842
3002304,2948.1213
3002305,77.37608
3002306,17.651058
3002307,11.019534
3002308,0.052586436
3002309,12.703526
3002310,5728.4
3002311,0.06950021
3002312,947.4787
3002313,23.38727
3002314,2181.3064
3002315,2063.4238
3002316,548.32935
3002317,330.24643
3002318,340.86957
3002319,7228.9697
3002320,67.01313
3002321,1.8136477
3002322,45.17766
3002323,74.40302
3002324,0.4128319
3002325,433.34564
3002326,16.125732
3002327,66.2087
3002328,23.001894
3002329,240.29968
3002330,14.19752
3002331,797.37244
3002332,816.70447
3002333,19.521208
3002334,28.011734
3002335,999.4804
3002336,213.19485
3002337,10201.059
3002338,125.33448
3002339,52.190704
3002340,4.9230204
3002341,0.1560359
3002342,6.0645156
3002343,1527.03
3002344,0.009470105
3002345,371.13004
3002346,15.745899
3002347,898.2897
3002348,711.6006
3002349,211.58717
3002350,112.67512
3002351,94.785
3002352,2983.5393
3002353,24.684477
3002354,1.2976141
3002355,23.978916
3002356,52.696644
3002357,0.5974225
3002358,234.24298
3002359,12.277967
3002360,22.960676
3002361,12.876517
3002362,73.594444
3002363,6.1261787
3002364,189.60016
3002365,274.44058
3002366,3.1388397
3002367,6.5083036
3002368,204.20802
3002369,61.018387
3002370,2662.4072
3002371,41.544678
3002372,9.58528
3002373,7.947006
3002374,0.14054573
3002375,14.164486
3002376,3627.495
3002377,0.08694041
3002378,674.6599
3002379,25.64302
